JobID           JobName  Partition    Account  AllocCPUS      State ExitCode 
10324801           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324801.ba+      batch                ds2002          1  COMPLETED      0:0 
10324805           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324805.ba+      batch                ds2002          1  COMPLETED      0:0 
10324816           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324816.ba+      batch                ds2002          1  COMPLETED      0:0 
10324820           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324820.ba+      batch                ds2002          1  COMPLETED      0:0 
10324824           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324824.ba+      batch                ds2002          1  COMPLETED      0:0 
10324840           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324840.ba+      batch                ds2002          1  COMPLETED      0:0 
10324842           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324842.ba+      batch                ds2002          1  COMPLETED      0:0 
10324845           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324845.ba+      batch                ds2002          1  COMPLETED      0:0 
10324849           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324849.ba+      batch                ds2002          1  COMPLETED      0:0 
10324850           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324850.ba+      batch                ds2002          1  COMPLETED      0:0 
10324857           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324857.ba+      batch                ds2002          1  COMPLETED      0:0 
10324862           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324862.ba+      batch                ds2002          1  COMPLETED      0:0 
10324865           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324865.ba+      batch                ds2002          1  COMPLETED      0:0 
10324874           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324874.ba+      batch                ds2002          1  COMPLETED      0:0 
10324882           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324882.ba+      batch                ds2002          1  COMPLETED      0:0 
10324890           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324890.ba+      batch                ds2002          1  COMPLETED      0:0 
10324894           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324894.ba+      batch                ds2002          1  COMPLETED      0:0 
10324896           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324896.ba+      batch                ds2002          1  COMPLETED      0:0 
10324901           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324901.ba+      batch                ds2002          1  COMPLETED      0:0 
10324906           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324906.ba+      batch                ds2002          1  COMPLETED      0:0 
10324917           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324917.ba+      batch                ds2002          1  COMPLETED      0:0 
10324925           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324925.ba+      batch                ds2002          1  COMPLETED      0:0 
10324930           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324930.ba+      batch                ds2002          1  COMPLETED      0:0 
10324934           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324934.ba+      batch                ds2002          1  COMPLETED      0:0 
10324936           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324936.ba+      batch                ds2002          1  COMPLETED      0:0 
10324940           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324940.ba+      batch                ds2002          1  COMPLETED      0:0 
10324943           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324943.ba+      batch                ds2002          1  COMPLETED      0:0 
10324951           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324951.ba+      batch                ds2002          1  COMPLETED      0:0 
10324955           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324955.ba+      batch                ds2002          1  COMPLETED      0:0 
10324960           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324960.ba+      batch                ds2002          1  COMPLETED      0:0 
10324964           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324964.ba+      batch                ds2002          1  COMPLETED      0:0 
10324969           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324969.ba+      batch                ds2002          1  COMPLETED      0:0 
10324972           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324972.ba+      batch                ds2002          1  COMPLETED      0:0 
10324976           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324976.ba+      batch                ds2002          1  COMPLETED      0:0 
10324980           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324980.ba+      batch                ds2002          1  COMPLETED      0:0 
10324989           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324989.ba+      batch                ds2002          1  COMPLETED      0:0 
10324995           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324995.ba+      batch                ds2002          1  COMPLETED      0:0 
10324997           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324997.ba+      batch                ds2002          1  COMPLETED      0:0 
10325000           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325000.ba+      batch                ds2002          1  COMPLETED      0:0 
10325002           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325002.ba+      batch                ds2002          1  COMPLETED      0:0 
10325006           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325006.ba+      batch                ds2002          1  COMPLETED      0:0 
10325008           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325008.ba+      batch                ds2002          1  COMPLETED      0:0 
10325013           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325013.ba+      batch                ds2002          1  COMPLETED      0:0 
10325025           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325025.ba+      batch                ds2002          1  COMPLETED      0:0 
10325029           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325029.ba+      batch                ds2002          1  COMPLETED      0:0 
10325031           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325031.ba+      batch                ds2002          1  COMPLETED      0:0 
10325035           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325035.ba+      batch                ds2002          1  COMPLETED      0:0 
10325038           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325038.ba+      batch                ds2002          1  COMPLETED      0:0 
10325043           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325043.ba+      batch                ds2002          1  COMPLETED      0:0 
10325045           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325045.ba+      batch                ds2002          1  COMPLETED      0:0 
10325050           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325050.ba+      batch                ds2002          1  COMPLETED      0:0 
10325055           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325055.ba+      batch                ds2002          1  COMPLETED      0:0 
10325060           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325060.ba+      batch                ds2002          1  COMPLETED      0:0 
10325067           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325067.ba+      batch                ds2002          1  COMPLETED      0:0 
10325075           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325075.ba+      batch                ds2002          1  COMPLETED      0:0 
10325077           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325077.ba+      batch                ds2002          1  COMPLETED      0:0 
10325089           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325089.ba+      batch                ds2002          1  COMPLETED      0:0 
10325095           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325095.ba+      batch                ds2002          1  COMPLETED      0:0 
10325100           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325100.ba+      batch                ds2002          1  COMPLETED      0:0 
10325105           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325105.ba+      batch                ds2002          1  COMPLETED      0:0 
10325109           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325109.ba+      batch                ds2002          1  COMPLETED      0:0 
10325112           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325112.ba+      batch                ds2002          1  COMPLETED      0:0 
10325118           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325118.ba+      batch                ds2002          1  COMPLETED      0:0 
10325125           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325125.ba+      batch                ds2002          1  COMPLETED      0:0 
10325128           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325128.ba+      batch                ds2002          1  COMPLETED      0:0 
10325145           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325145.ba+      batch                ds2002          1  COMPLETED      0:0 
10325150           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325150.ba+      batch                ds2002          1  COMPLETED      0:0 
10325154           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325154.ba+      batch                ds2002          1  COMPLETED      0:0 
10325158           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325158.ba+      batch                ds2002          1  COMPLETED      0:0 
10325161           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325161.ba+      batch                ds2002          1  COMPLETED      0:0 
10325165           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325165.ba+      batch                ds2002          1  COMPLETED      0:0 
10325171           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325171.ba+      batch                ds2002          1  COMPLETED      0:0 
10325184           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325184.ba+      batch                ds2002          1  COMPLETED      0:0 
10325186           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325186.ba+      batch                ds2002          1  COMPLETED      0:0 
10325189           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325189.ba+      batch                ds2002          1  COMPLETED      0:0 
10325197           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325197.ba+      batch                ds2002          1  COMPLETED      0:0 
10325200           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325200.ba+      batch                ds2002          1  COMPLETED      0:0 
10325204           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325204.ba+      batch                ds2002          1  COMPLETED      0:0 
10325205           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325205.ba+      batch                ds2002          1  COMPLETED      0:0 
10325212           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325212.ba+      batch                ds2002          1  COMPLETED      0:0 
10325216           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325216.ba+      batch                ds2002          1  COMPLETED      0:0 
10325218           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325218.ba+      batch                ds2002          1  COMPLETED      0:0 
10325225           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325225.ba+      batch                ds2002          1  COMPLETED      0:0 
10325227           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325227.ba+      batch                ds2002          1  COMPLETED      0:0 
10325230           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325230.ba+      batch                ds2002          1  COMPLETED      0:0 
10325234           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325234.ba+      batch                ds2002          1  COMPLETED      0:0 
10325240           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325240.ba+      batch                ds2002          1  COMPLETED      0:0 
10325246           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325246.ba+      batch                ds2002          1  COMPLETED      0:0 
10325249           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325249.ba+      batch                ds2002          1  COMPLETED      0:0 
10325261           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325261.ba+      batch                ds2002          1  COMPLETED      0:0 
10325265           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325265.ba+      batch                ds2002          1  COMPLETED      0:0 
10325284           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325284.ba+      batch                ds2002          1  COMPLETED      0:0 
10325295           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325295.ba+      batch                ds2002          1  COMPLETED      0:0 
10325301           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325301.ba+      batch                ds2002          1  COMPLETED      0:0 
10325304           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325304.ba+      batch                ds2002          1  COMPLETED      0:0 
10325313           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325313.ba+      batch                ds2002          1  COMPLETED      0:0 
10325322           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325322.ba+      batch                ds2002          1  COMPLETED      0:0 
10325326           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325326.ba+      batch                ds2002          1  COMPLETED      0:0 
10325332           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325332.ba+      batch                ds2002          1  COMPLETED      0:0 
10325340           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325340.ba+      batch                ds2002          1  COMPLETED      0:0 
10325344           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325344.ba+      batch                ds2002          1  COMPLETED      0:0 
10325354           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325354.ba+      batch                ds2002          1  COMPLETED      0:0 
10325358           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325358.ba+      batch                ds2002          1  COMPLETED      0:0 
10325364           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325364.ba+      batch                ds2002          1  COMPLETED      0:0 
10325371           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325371.ba+      batch                ds2002          1  COMPLETED      0:0 
10325378           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325378.ba+      batch                ds2002          1  COMPLETED      0:0 
10325384           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325384.ba+      batch                ds2002          1  COMPLETED      0:0 
10325391           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325391.ba+      batch                ds2002          1  COMPLETED      0:0 
10325393           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325393.ba+      batch                ds2002          1  COMPLETED      0:0 
10325429           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325429.ba+      batch                ds2002          1  COMPLETED      0:0 
10325434           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325434.ba+      batch                ds2002          1  COMPLETED      0:0 
10325439           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325439.ba+      batch                ds2002          1  COMPLETED      0:0 
10325449           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325449.ba+      batch                ds2002          1  COMPLETED      0:0 
10325459           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325459.ba+      batch                ds2002          1  COMPLETED      0:0 
10325465           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325465.ba+      batch                ds2002          1  COMPLETED      0:0 
10325473           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325473.ba+      batch                ds2002          1  COMPLETED      0:0 
10325481           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325481.ba+      batch                ds2002          1  COMPLETED      0:0 
10325487           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325487.ba+      batch                ds2002          1  COMPLETED      0:0 
10325497           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325497.ba+      batch                ds2002          1  COMPLETED      0:0 
10325505           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325505.ba+      batch                ds2002          1  COMPLETED      0:0 
10325516           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325516.ba+      batch                ds2002          1  COMPLETED      0:0 
10325528           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325528.ba+      batch                ds2002          1  COMPLETED      0:0 
10325638           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325638.ba+      batch                ds2002          1  COMPLETED      0:0 
10325877           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325877.ba+      batch                ds2002          1  COMPLETED      0:0 
10325892           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325892.ba+      batch                ds2002          1  COMPLETED      0:0 
10325899           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325899.ba+      batch                ds2002          1  COMPLETED      0:0 
10325917           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325917.ba+      batch                ds2002          1  COMPLETED      0:0 
10325924           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325924.ba+      batch                ds2002          1  COMPLETED      0:0 
10325936           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325936.ba+      batch                ds2002          1  COMPLETED      0:0 
10325939           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325939.ba+      batch                ds2002          1  COMPLETED      0:0 
10325951           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325951.ba+      batch                ds2002          1  COMPLETED      0:0 
10325957           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325957.ba+      batch                ds2002          1  COMPLETED      0:0 
10325963           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325963.ba+      batch                ds2002          1  COMPLETED      0:0 
10325965           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325965.ba+      batch                ds2002          1  COMPLETED      0:0 
10325967           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325967.ba+      batch                ds2002          1  COMPLETED      0:0 
10325970           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325970.ba+      batch                ds2002          1  COMPLETED      0:0 
10325974           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325974.ba+      batch                ds2002          1  COMPLETED      0:0 
10325985           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325985.ba+      batch                ds2002          1  COMPLETED      0:0 
10325992           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10325992.ba+      batch                ds2002          1  COMPLETED      0:0 
10326005           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326005.ba+      batch                ds2002          1  COMPLETED      0:0 
10326008           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326008.ba+      batch                ds2002          1  COMPLETED      0:0 
10326014           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326014.ba+      batch                ds2002          1  COMPLETED      0:0 
10326022           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326022.ba+      batch                ds2002          1  COMPLETED      0:0 
10326027           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326027.ba+      batch                ds2002          1  COMPLETED      0:0 
10326039           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326039.ba+      batch                ds2002          1  COMPLETED      0:0 
10326111           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326111.ba+      batch                ds2002          1  COMPLETED      0:0 
10326128           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326128.ba+      batch                ds2002          1  COMPLETED      0:0 
10326193           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326193.ba+      batch                ds2002          1  COMPLETED      0:0 
10326202           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326202.ba+      batch                ds2002          1  COMPLETED      0:0 
10326207           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326207.ba+      batch                ds2002          1  COMPLETED      0:0 
10326210           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326210.ba+      batch                ds2002          1  COMPLETED      0:0 
10326221           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326221.ba+      batch                ds2002          1  COMPLETED      0:0 
10326245           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326245.ba+      batch                ds2002          1  COMPLETED      0:0 
10326253           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326253.ba+      batch                ds2002          1  COMPLETED      0:0 
10326294           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326294.ba+      batch                ds2002          1  COMPLETED      0:0 
10326304           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326304.ba+      batch                ds2002          1  COMPLETED      0:0 
10326317           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326317.ba+      batch                ds2002          1  COMPLETED      0:0 
10326324           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326324.ba+      batch                ds2002          1  COMPLETED      0:0 
10326331           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326331.ba+      batch                ds2002          1  COMPLETED      0:0 
10326334           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326334.ba+      batch                ds2002          1  COMPLETED      0:0 
10326341           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326341.ba+      batch                ds2002          1  COMPLETED      0:0 
10326347           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326347.ba+      batch                ds2002          1  COMPLETED      0:0 
10326351           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326351.ba+      batch                ds2002          1  COMPLETED      0:0 
10326358           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326358.ba+      batch                ds2002          1  COMPLETED      0:0 
10326362           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326362.ba+      batch                ds2002          1  COMPLETED      0:0 
10326366           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326366.ba+      batch                ds2002          1  COMPLETED      0:0 
10326372           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326372.ba+      batch                ds2002          1  COMPLETED      0:0 
10326376           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326376.ba+      batch                ds2002          1  COMPLETED      0:0 
10326393           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326393.ba+      batch                ds2002          1  COMPLETED      0:0 
10326410           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326410.ba+      batch                ds2002          1  COMPLETED      0:0 
10326414           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326414.ba+      batch                ds2002          1  COMPLETED      0:0 
10326418           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326418.ba+      batch                ds2002          1  COMPLETED      0:0 
10326421           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326421.ba+      batch                ds2002          1  COMPLETED      0:0 
10326432           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326432.ba+      batch                ds2002          1  COMPLETED      0:0 
10326434           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326434.ba+      batch                ds2002          1  COMPLETED      0:0 
10326443           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326443.ba+      batch                ds2002          1  COMPLETED      0:0 
10326447           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326447.ba+      batch                ds2002          1  COMPLETED      0:0 
10326455           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326455.ba+      batch                ds2002          1  COMPLETED      0:0 
10326459           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326459.ba+      batch                ds2002          1  COMPLETED      0:0 
10326461           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326461.ba+      batch                ds2002          1  COMPLETED      0:0 
10326471           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326471.ba+      batch                ds2002          1  COMPLETED      0:0 
10326481           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326481.ba+      batch                ds2002          1  COMPLETED      0:0 
10326486           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326486.ba+      batch                ds2002          1  COMPLETED      0:0 
10326493           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326493.ba+      batch                ds2002          1  COMPLETED      0:0 
10326500           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326500.ba+      batch                ds2002          1  COMPLETED      0:0 
10326506           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326506.ba+      batch                ds2002          1  COMPLETED      0:0 
10326515           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326515.ba+      batch                ds2002          1  COMPLETED      0:0 
10326522           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326522.ba+      batch                ds2002          1  COMPLETED      0:0 
10326526           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326526.ba+      batch                ds2002          1  COMPLETED      0:0 
10326533           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326533.ba+      batch                ds2002          1  COMPLETED      0:0 
10326541           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326541.ba+      batch                ds2002          1  COMPLETED      0:0 
10326552           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326552.ba+      batch                ds2002          1  COMPLETED      0:0 
10326653           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326653.ba+      batch                ds2002          1  COMPLETED      0:0 
10326895           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326895.ba+      batch                ds2002          1  COMPLETED      0:0 
10326901           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326901.ba+      batch                ds2002          1  COMPLETED      0:0 
10326910           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326910.ba+      batch                ds2002          1  COMPLETED      0:0 
10326963           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326963.ba+      batch                ds2002          1  COMPLETED      0:0 
10326991           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10326991.ba+      batch                ds2002          1  COMPLETED      0:0 
10327001           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327001.ba+      batch                ds2002          1  COMPLETED      0:0 
10327011           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327011.ba+      batch                ds2002          1  COMPLETED      0:0 
10327034           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327034.ba+      batch                ds2002          1  COMPLETED      0:0 
10327038           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327038.ba+      batch                ds2002          1  COMPLETED      0:0 
10327063           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327063.ba+      batch                ds2002          1  COMPLETED      0:0 
10327071           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327071.ba+      batch                ds2002          1  COMPLETED      0:0 
10327073           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327073.ba+      batch                ds2002          1  COMPLETED      0:0 
10327077           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327077.ba+      batch                ds2002          1  COMPLETED      0:0 
10327104           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327104.ba+      batch                ds2002          1  COMPLETED      0:0 
10327140           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327140.ba+      batch                ds2002          1  COMPLETED      0:0 
10327158           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327158.ba+      batch                ds2002          1  COMPLETED      0:0 
10327166           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327166.ba+      batch                ds2002          1  COMPLETED      0:0 
10327185           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327185.ba+      batch                ds2002          1  COMPLETED      0:0 
10327194           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327194.ba+      batch                ds2002          1  COMPLETED      0:0 
10327218           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327218.ba+      batch                ds2002          1  COMPLETED      0:0 
10327254           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327254.ba+      batch                ds2002          1  COMPLETED      0:0 
10327261           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327261.ba+      batch                ds2002          1  COMPLETED      0:0 
10327281           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327281.ba+      batch                ds2002          1  COMPLETED      0:0 
10327286           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327286.ba+      batch                ds2002          1  COMPLETED      0:0 
10327292           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327292.ba+      batch                ds2002          1  COMPLETED      0:0 
10327302           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327302.ba+      batch                ds2002          1  COMPLETED      0:0 
10327308           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327308.ba+      batch                ds2002          1  COMPLETED      0:0 
10327312           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327312.ba+      batch                ds2002          1  COMPLETED      0:0 
10327325           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327325.ba+      batch                ds2002          1  COMPLETED      0:0 
10327336           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327336.ba+      batch                ds2002          1  COMPLETED      0:0 
10327343           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327343.ba+      batch                ds2002          1  COMPLETED      0:0 
10327348           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10327348.ba+      batch                ds2002          1  COMPLETED      0:0 
